Car Make,Car Model,Dealer or Individual,Price,Year,Location,Mileage,Doors,Color,Transmission,VIN#,Engine,Description,Web link
Toyota,Highlander,Dealer,35418,2020,"New Castle, PA",42246,4,Black,Automatic,5TDBZRBH5LS029355,295 hp 3.5L V6,"AWD, ABS brakes, Active Cruise Control, Alloy wheels, Electronic Stability Control, Front dual zone A/C, Heated door mirrors, Illuminated entry, Low tire pressure warning, Power Liftgate, Remote keyless entry, Traction control. 20/27 City/Highway MPG Toyota Combined Details: * Vehicle History * Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile (for Toyota Certified Used Vehicles program), Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. HV Battery Warranty coverage for 10 years/150,000 miles. (2020 model year forward Hybrid-Related) 8 years/100,000 miles, whichever comes first, from original date of first use when sold as new. Fuel Cell Vehicle Warranty 8 years/100,000 mile (whichever comes first) on key fuel cell components. Roadside Assistance for 7 Year / 100,000 Mile (for Toyota Certified Used Hybrids program) * Roadside Assistance * Transferable Warranty * Warranty Deductible: $0 * Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date * 160 Point Inspection (for Toyota Certified Used Vehicles program), 174 Point Inspection (for Toyota Certified Used Hybrids program) * Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date (for Toyota Certified Used Vehicles program) Right color, right price! Act fast on this one, we've had a bunch of calls on it already! Remainder of factory warranty, PA state inspected, through the shop and ready for your driveway! Call us now to check availability and to schedule your test drive! Come see why Preston was voted Dealer of the Year in PA and OH on DealerRater.com!",https://www.cargurus.com/Cars/l-Used-Toyota-Highlander-Pittsburgh-d298_L29265#listing=328258380/FEATURED
Toyota,Corolla,Dealer,15990,2011,"Bridgeville, PA",77049,4,Gray,Automatic,2T1BU4EE1BC670531,"4-Cyl, 1.8 Liter",,https://www.carvana.com/vehicle/2424004
Toyota,Rav4,Dealer,21590,2015," Bridgeville, PA",62198,4,Brown,Automatic,JTMBFREV2FD140679,"4-Cyl, 2.5L",,https://www.carvana.com/vehicle/2495121
Toyota,Rav4,Dealer,20990,2014," Bridgeville, PA",83788,4,Red,Automatic,2T3DFREV9EW187735,"4-Cyl, 2.5L",,https://www.carvana.com/vehicle/2492055
Toyota,Corolla,Dealer,14590,2011,"Bridgeville, PA",105048,4,White,Automatic,2T1BU4EEXBC575580,"4-Cyl, 1.8L",,https://www.carvana.com/vehicle/2457130
Toyota,Camry,Dealer,18990,2017," Bridgeville, PA",96479,4,White,Automatic,4T1BF1FKXHU671214,"4-Cyl, 2.5 Liter",,https://www.carvana.com/vehicle/2492044
Toyota,Rav4,Dealer,33272,2020,,10051,4,Gray,Automatic,2T3W1RFV3LW089450,"4-Cyl, 2.5L",A fairly new Hybrid Toyota RAV4 -XLE Sports Utility 4D model.,https://www.carvana.com/vehicle/2523235
Toyota,Corolla,Dealer,17990,2016,"Bridgeville, PA",74751,4,Gray,Automatic,2T1BURHE9GC546460,"4-Cyl, 1.8L",,https://www.carvana.com/vehicle/2495252
Toyota,Highlander,Dealer,23990,2016,"Concord, NC, 28027",76225,4,Beige,Automatic,5TDZARFH9GS018848,"4-Cyl, 2.7 Liter","STANDARD EQUIPMENT
Child protector rear door locks
Hill-start assist control
Fleet Credit
LATCH-Lwr Anchors & Tethers for CHildren
Star Safety System: includes Enhanced Vehicle Stability Control, Traction Control, Anti-Lock Brake System, Electronic Brake-Force Distribution, Brake Assist & Smart Stop Technology
18"" Alloy Wheels with P245/60R18 Tires
2.7L DOHC 4 Cylinder Engine w/Dual VVT-i
3.5-inch Multi-Info Display w/Veh Info
6-Spd Auto Trans; 1,500-lb Tow Capacity
8 Airbags: Dr & Fr Pgr Adv Airbag Sys,Dr & Fr Pgr Seat-Mounted Side, Dr Knee, Pgr Seat-Cushion & 3-Rw Side Curtain Airbags
8 Cup & 4 Bottle Holders; 3-12V Outlets
Backup Camera with 6.1"" display
Entune w/6.1"" Touch Screen: AM/FM/CD/MP3 USB/AUX, Bluetooth Phone & Streaming Music, Voice Recognition
Folding Heated Side Mirrors
Fr & Rr Air Conditioning System w/Filter
Front Independent McPherson Strut & Rear Double Wishbone Suspension
Overhead Map Lights; Conversation Mirror
Power Assisted 4-Wheel Disc Brakes
Remote Keyless Entry; Engine Immobilizer
Roll-Top Console/Arm Rest; In-Dash Shelf
Seating for 8; Fabric 6-way Driver Seat, 4-way Passenger Seat, 2nd & 3rd Row 60/40 Split Fold-Flat Seats w/Recline
Steering Whl w/Audio, Phone & VRec Ctrls
Temporary Spare Tire on 18"" Wheel
Ultra Low Emission Vehicle II (ULEV- II)
UV Glass Windshield; Privacy Glass on Rear Side, Quarter & Hatch Windows
Windshield Wiper w/De-Icer; Rear Wiper
Commercial Program Incentive
Smoked-Chrome Auto On/Off Headlights",https://www.carvana.com/vehicle/lt/2248328&store=Carvpit?utm_source=google&utm_medium=vla&utm_campaign=11030956979&utm_content=111143241747&utm_target=pla-1731472888743&utm_creative=461539942938&utm_device=c&utm_adposition=&gclid=CjwKCAjw1ICZBhAzEiwAFfvFhFVUBIhBBAhnRzgHpCQRV-f-zK5qClSREWI6kaZIZrIHsGyjN-aAGxoCQhUQAvD_BwE
Toyota,Camry,Dealer,35403,2020,,55245,4,Blue,Automatic,4T1KZ1AKXLU036534,"V6, 3.5 Liter",,https://www.carvana.com/vehicle/2501941
Toyota,Highlander,Dealer,16704,2013,"Wexford, PA 15090",130992,4,Blizzard Pearl,Automatic,5TDBK3EH2DS249082,3.5L 6,"Baierl Honda is very proud to offer this attractive-looking 2013 Toyota Highlander in Blizzard Pearl. This vehicle has been inspected by our award winning service team and comes with the following features; Sunroof / Moonroof, Leather w/ Heated Front Seats, 3rd Row Seat, Power Lift Gate, Highlander SE, AWD, 6 Speakers, Alloy wheels, AM/FM radio, CD player, Front fog lights, Heated Outside Mirrors, Power Back Door, Power door mirrors, Power driver seat.
CARFAX One-Owner. Clean CARFAX.
Awards:
* 2013 IIHS Top Safety Pick * 2013 KBB.com Best Resale Value Awards * 2013 KBB.com Brand Image Awards
Welcome to Baierl Honda, a 5 Star Carfax Top Rated Dealer and recipient of the Consumer Satisfaction Award from DealerRater. Let us help you find the deal you're looking for near Pittsburgh, North Park, McCandless, Franklin Park, Moon Twp, North Hills, Cranberry Twp, Wexford, Eastern Ohio, and Weirton, WV. When you are ready, make the short drive over to Baierl Honda. We are located at 10432 Perry Hwy, Wexford, PA 15090. Just minutes away from North Allegheny Senior High and UPMC Passavant-McCandless. Contact us for directions or stop by our state-of-the-art showroom for more information, available offers, and financing options. Be sure to read what previous customers have said about their experiences with us as well! Convenient Location - Large Selection - Experienced Sales Staff - Friendly Service - Hassle Free Experience - Service and Parts Open 6 Days a week. We continue to monitor information from state health authorities and the CDC for their guidance and recommendations on how we can help to prevent the spread of this virus. Together, we can maintain a healthy environment and combat the spread of COVID-19. Our steps include: Thorough cleanings of all dealership facilities daily, Sanitizing gel and foam stations available on-site, Providing our staff with specific instructions on hand washing and the importance of staying home if they are not feeling well, and adhering to the recommended six feet of social distance from other staff and customers. We strive to make every experience at our dealership an excellent one. We will respect your time. We offer Market Based Pricing and complimentary pickup and delivery. You can have your purchase delivered to your home or office and expect a free loaner when in for service. Start your journey today by calling us at 724-831-5707 for New Vehicles, 724-390-9080 for Pre-Owned, or visit us online at www.baierlhonda.com . Some of our Pre-Owned vehicles may be subject to unrepaired safety recalls. Check for a vehicle??s unrepaired recalls by VIN at http://vinrcl.safercar.gov/vin/Plus tax, title & license. Doc fee of $394.00 not included in price. On Approved Credit.",https://www.baierlhonda.com/used/Toyota/2013-Toyota-Highlander-2df181350a0e0a92661d24b22fc28b90.htm?store=PAWEXHON&sd_campaign=adwords&sd_digadprov=adpearance&sd_channel=shopping&sd_campaign_type=shopping&sd_digadcid=17452214827&sd_digadkeyword=&sd_digadid=602955565812&adpdevice=c&campaign_id=17452214827&adpprov=1&gclid=CjwKCAjw1ICZBhAzEiwAFfvFhFLlzgrI3q6XOWaSD2wkX6lEeVokimFlYDSoIhDEGtIMKT4fqr3USRoCT68QAvD_BwE
Toyota,Corolla,Dealer,23590,2018,"Bridgeville, PA",12727,4,Gray,Automatic,2T1BURHE3JC086719,"4-Cyl, 1.8 Liter","Flat Tire Preparedness (spare, run flat, etc.)
Ease of Customization
Affordable to Buy",https://www.carvana.com/vehicle/2501741#vehicle-details
Toyota,Highlander,Dealer,20590,2012,,97795,4,Burgundy,Automatic,5TDBK3EH9CS106466,"6-Cylinder, 3.5L",,https://www.carvana.com/vehicle/2510562
Toyota,Corolla,Dealer,13999,2017,EchoPark St. Louis,112208,4,White,Automatic,5YFBURHE2HP623302,Regular Unleaded I-4 1.8 L,"Detailed specs
Exterior
Auto On/Off Projector Beam Led Low/High Beam Auto High-Beam Headlamps w/Delay-Off
Black Grille
Black Side Windows Trim
Body-Colored Door Handles
Body-Colored Front Bumper
Body-Colored Power Heated Side Mirrors w/Manual Folding
Body-Colored Rear Bumper
Clearcoat Paint
Compact Spare Tire Mounted Inside Under Cargo
Fixed Rear Window w/Defroster
Fully Galvanized Steel Panels
Headlights-Automatic Highbeams
LED Daytime Running Lights (DRL) -inc: Integrated into bumper
Light Tinted Glass
Steel Spare Wheel
Tires: P205/55R16 All-Season
Trunk Rear Cargo Access
Variable Intermittent Wipers
Wheels: 16"" x 6.5"" Wide Vent Steel
Interior
1 12V DC Power Outlet
1 Seatback Storage Pocket
4-Way Passenger Seat
6 Speakers
6-Way Driver Seat
60-40 Folding Bench Front Facing Fold Forward Seatback Rear Seat
Air Filtration
Analog Appearance
Automatic Air Conditioning
Automatic Equalizer
Cargo Space Lights
Carpet Floor Trim and Carpet Trunk Lid/Rear Cargo Door Trim
Cloth Door Trim Insert
Cruise Control w/Steering Wheel Controls
Day-Night Rearview Mirror
Delayed Accessory Power
Distance Pacing
Driver And Passenger Visor Vanity Mirrors
Driver Foot Rest
Fabric Seat Trim
Fade-To-Off Interior Lighting
FOB Controls -inc: Cargo Access
Front Bucket Seats -inc: 6-way adjustable driver's seat and 4-way adjustable front passenger seat
Front Center Armrest w/Storage and Rear Center Armrest
Front Cupholder
Front Map Lights
Full Carpet Floor Covering
Full Cloth Headliner
Full Floor Console w/Covered Storage and 1 12V DC Power Outlet
Gauges -inc: Speedometer, Odometer, Engine Coolant Temp, Tachometer, Trip Odometer and Trip Computer
HVAC -inc: Underseat Ducts
Immobilizer
Instrument Panel Covered Bin, Driver / Passenger And Rear Door Bins
Interior Trim -inc: Piano Black Instrument Panel Insert, Metal-Look Console Insert and Chrome Interior Accents
Locking Glove Box
Manual Adjustable Front Head Restraints and Manual Adjustable Rear Head Restraints
Manual Tilt/Telescoping Steering Column
Outside Temp Gauge
Power 1st Row Windows w/Driver 1-Touch Up/Down
Power Door Locks w/Autolock Feature
Power Rear Windows
Radio w/Seek-Scan, MP3 Player, Clock, Speed Compensated Volume Control, Steering Wheel Controls and Radio Data System
Radio: Entune Audio w/6.1"" Screen -inc: Entune multimedia bundle (6.1"" touch-screen display, AM/FM CD player, MP3/WMA playback capability, 6 speakers, auxiliary audio jack, USB 2.0 port w/iPod connectivity and control, advanced voice recognition, hands-free phone capability, phone book access and music streaming via Bluetooth wireless technology) and Siri Eyes Free
Rear Cupholder
Remote Keyless Entry w/Integrated Key Transmitter, Illuminated Entry and Panic Button
Remote Releases -Inc: Mechanical Cargo Access and Mechanical Fuel
Seats w/Cloth Back Material
Streaming Audio
Trip Computer
Urethane Gear Shifter Material
Window Grid Antenna
Mechanical
13.2 Gal. Fuel Tank
390CCA Maintenance-Free Battery w/Run Down Protection
4.76 Axle Ratio
80 Amp Alternator
Electric Power-Assist Speed-Sensing Steering
Engine: 1.8L I-4 DOHC Dual VVT-i
Front And Rear Anti-Roll Bars
Front Disc/Rear Drum Brakes w/4-Wheel ABS, Front Vented Discs, Brake Assist and Hill Hold Control
Front-Wheel Drive
Gas-Pressurized Shock Absorbers
Single Stainless Steel Exhaust
Strut Front Suspension w/Coil Springs
Torsion Beam Rear Suspension w/Coil Springs
Transmission: Continuously Variable (CVTi-S)
Safety
ABS And Driveline Traction Control
Airbag Occupancy Sensor
Back-Up Camera
Collision Mitigation-Front
Curtain 1st And 2nd Row Airbags
Driver Knee Airbag and Passenger Cushion Front Airbag
Dual Stage Driver And Passenger Front Airbags
Dual Stage Driver And Passenger Seat-Mounted Side Airbags
Electronic Stability Control (ESC)
Lane Departure Alert (LDA) w/Steering Assist Lane Departure Warning
Lane Departure Alert (LDA) w/Steering Assist Lane Keeping Assist
Low Tire Pressure Warning
Outboard Front Lap And Shoulder Safety Belts -inc: Rear Center 3 Point, Height Adjusters and Pretensioners
Pre-Collision System (PCS)
Rear Child Safety Locks
Side Impact Beams",https://www.echopark.com/car/5YFBURHE2HP623302?gclid=CjwKCAjw1ICZBhAzEiwAFfvFhANXshvY0ztdWzrHdjPtiqRyu6FTK0ybRfGCj1Oc8HtRASauWKXttRoC5CQQAvD_BwE
Toyota,Corolla,Dealer,16990,2013,"Bridgeville, PA",78301,4,Black,Automatic,5YFBU4EE4DP145577,"4-Cyl, 1.8 Liter",No Reported Accidents,https://www.carvana.com/vehicle/2483534
Toyota,Rav4,Dealer,22605,2013,"Butler, PA",57026,4,gray,Automatic,2T3DFREV1DW056524,Gas I4 2.5L/152,"ONE CARFAX OWNER! Roof rails, Navigation / GPS system, back-up camera, moonroof / sunroof, Bluetooh, cruise control, fog lights, leather interior with heated front seats, concealed cargo storage area, push button start, dual climate control, traction control, CD, Eco Mode / Sport Mode. Honda North is exceptionally pleased to be a twelve time Honda President's Award recipient and to be in the top 1% of all Honda dealers in the nation for Customer Satisfaction. We are very grateful to our employees and customers for such a great honor! Take the time to give us a shot. We Know Honda. We Know You!",https://www.hondanorth.net/auto/*/67193003/?store=HNP&gclid=CjwKCAjw1ICZBhAzEiwAFfvFhJ6p3UJIuw8CBJ-2fmwDLhxrqTAtc40FVb98rJnCgxn_DVI6FsV5AhoCCtMQAvD_BwE
Toyota,Corolla,Dealer,17990,2014,,72604,4,Green,Automatic,2T1BURHE6EC192457,"4 cylinder, 1.8L",,https://www.carvana.com/vehicle/2472037
Toyota,Camry,Dealer,12995,2014,"North Versailles, PA",68594,4,Red,Automatic,4T1BF1FKXEU816120,Gas Engine,5 seats,https://www.edmunds.com/toyota/camry/2014/vin/4T1BF1FKXEU816120/?radius=50
Toyota,Rav4,Dealer,19590,2016,"Bridgeville, PA",102205,4,White,Automatic,JTMZFREV1GJ079083,"4-Cyl, 2.5L","I got a Toyota because It's reliable but I'm happy that the new model of the Rav Is now a lot better looking. I love how the car feels sturdy, and even though I didn't have any options on what all came with, many I enjoy. Like the back up camera, Bluetooth audio and hands-free calling. But what I most like about the car is how it feels sturdy like it will never get loose and start to cling and clang. Love that the rims are big and how the plates were made to look and feel like real rims.",https://www.carvana.com/vehicle/2498060
Toyota,Corolla,Dealer,20376,2021,"Coraopolis, PA",22119,4,Red,Automatic,5YFEPMAE4MP192425,Gas Engine,5 seats,https://www.edmunds.com/toyota/corolla/2021/vin/5YFEPMAE4MP192425/?radius=50
Toyota,Rav4,Dealer,19990,2016,,102691,4,Orange,Automatic,2T3ZFREV6GW236057,"4 cylinder, 2.5 L",,https://www.carvana.com/vehicle/2489822
Toyota,Rav4,Dealer,21990,2013,"Bridgeville, PA",40682,4,White,Automatic,JTMBFREV6DD025225,"4-Cyl, 2.5L",No Reported Accidents,https://www.carvana.com/vehicle/2493218
Toyota,Camry,Dealer,25590,2019,"Bridgeville, PA",38200,4,Black,Automatic,4T1B11HK8KU843646,"4-Cyl, 2.5 Liter",I love the ease of handling. The car feels like a physical extension of my body. The turning radius is excellent. The acceleration is perfect for passing.,https://www.carvana.com/vehicle/2496876#vehicle-details
Toyota,Corolla,Dealer,21991,2020,ken ganley toyota,28251,4,Black Sand Pearl,Automatic,5YFEPRAE9LP041575,1.8L 4-Cylinder Gas,Very good,https://www.kbb.com/cars-for-sale/vehicledetails.xhtml?listingId=655917010&listingTypes=USED&startYear=2008&endYear=2008&year=&makeCodeList=TOYOTA&modelCodeList=COROL&zip=15201&state=PA&city=Pittsburgh&dma=&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fused%2F2008%2Ftoyota%2Fcorolla%3F&clickType=alpha
Toyota,Corolla,Dealer,26547,2020,"Greensburg, PA",13155,4,Silver,Automatic,5YFS4RCE0LP056605,Gas Engine,5 seats,https://www.edmunds.com/toyota/corolla/2020/vin/5YFS4RCE0LP056605/?radius=50
Toyota,Corolla,Individual,26600,2020,"Nanuet, NY",18600,4,white,Automatic,Unknown,4-Cyl," 2020 White Toyota Corolla SE 18,600 mostly highway miles - all the bells & whistles - Premium Package - 4-Cyl, 2.0L, aluminum alloy wheels, FWD, sunroof, power mirrors, power windows, stability, ABS, JBL Premium Sound, bluetooth, Entune, keyless entry, power door locks, dynamic cruise control, backup camera, lane departure alert, DRLs, rear spoiler, side airbags, knee airbags, F&R head curtain airbags, dual airbags, blindspot warning, F&R all-weather Toyota floor mats, Sport option",https://hudsonvalley.craigslist.org/cto/d/nanuet-2020-toyota-corolla-se/7530654210.html
Toyota,Camry,Dealer,22990,2018,"Bridgeville, PA",61000,4,Silver,Automatic,4T1B11HK4JU660453,"4-Cyl, 2.5 Liter","Great on gas, comfort, handling and ride. Love the Entune/JBL sound system. Great value for the money.",https://www.carvana.com/vehicle/1968421
Toyota,Camry,Dealer,30880,2020,"Pittsburgh, PA",15493,4,Gray,Automatic,4T1C31AKXLU526204,Hybrid Gas/Electric Engine,,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=649906273&makeCodeList=TOYOTA&city=Pittsburgh&state=PA&zip=15219&location=&dma=&searchRadius=50&listingTypes=USED&isNewSearch=false&referrer=%2Fcars-for-sale%2Ftoyota%2Fpittsburgh-pa-15219%3F&clickType=listing
